,can,QED,logP,molWt,herg,drd3,fold,profile
179,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccc(F)cc5)C3)n2C,0.414353341,4.27942,427.549,0,1,2,1
180,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccc(F)cc5C(F)(F)F)C3)n2C,0.251977798,5.29822,495.546,0,1,2,1
181,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccc(F)cc5F)C3)n2C,0.396424027,4.41852,445.539,0,1,2,1
182,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccccc5)C3)n2C,0.431725385,4.14032,409.559,0,1,2,1
183,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@H]4c5ccc(F)cc5C(F)(F)F)C3)n2C,0.251977798,5.29822,495.546,0,1,2,1
184,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,0.346152054,5.15912,477.556,0,1,2,1
185,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@H]4c5ccccc5)C3)n2C,0.431725385,4.14032,409.559,0,1,2,1
186,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(F)cc5)C3)n2C,0.414353341,4.27942,427.549,0,1,2,1
187,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccccc5)C3)n2C,0.431725385,4.14032,409.559,0,1,2,1
188,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@H]4c5ccc(F)cc5F)C3)n2C,0.396424027,4.41852,445.539,0,1,2,1
189,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(CC6CC6)nc5cc4CC3)n2C,0.271107958,4.45522,478.622,0,1,2,1
190,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(nc5cc4CC3)C6CC6)n2C,0.294200127,4.38012,464.595,0,1,2,1
191,Cc1ncoc1c2nnc(SCCCN3CCc4cc5ocnc5cc4CC3)n2C,0.343357315,3.50272,424.53,0,1,2,1
192,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5nc(oc5c4CC3)C(F)(F)F)n2C,0.286903499,4.52152,492.527,0,1,2,1
193,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(C)(F)F)n2C,0.275313475,4.61442,488.564,0,1,2,1
194,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)F)n2C,0.286903499,4.52152,492.527,0,1,2,1
195,Cc1ncoc1c2nnc(SCCCN3CCc4nc5ccc(cn5c4CC3)C(F)(F)F)n2C,0.297756267,4.02802,491.543,0,1,2,1
196,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5)C(C)(C)C)n2C,0.307354728,5.96882,479.694,0,1,2,1
197,Cc1ncoc1c2nnc(SCCCN[C@@H]3CC4C[C@@]4(C3)c5ccc(cc5F)C(F)(F)F)n2C,0.265577362,5.12852,495.546,0,1,2,1
198,Cc1nn(cc1c2ccccc2)C3CCN(Cc4cccc(c4)C#N)CC3,0.68786184,4.5673,356.473,0,1,2,1
199,Cc1nn2c(cccc2c1CN3CCN(CC3)c4ccc(Cl)cc4)N5CCN(Cc6ccccc6)CC5,0.36348013,4.94052,515.105,0,1,2,1
200,Cc1oc(cn1)c2cccc(c2)C(=O)N[C@@H]3CC[C@@H](CCN4CCc5ccc(OS(=O)(=O)C)cc5CC4)CC3,0.402618833,4.76792,551.709,0,1,2,1
201,Cc1oc(nc1)c2cccc(c2)C(=O)N[C@@H]3CC[C@@H](CCN4CCc5ccc(cc5CC4)S(=O)(=O)C)CC3,0.465815442,4.83302,535.71,0,1,2,1
202,Cc1oc2c(Br)c3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,0.157585109,6.52394,591.579,0,1,2,1
203,Cc1oc2c(Br)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,0.252555082,5.74374,563.525,0,1,2,1
204,Cc1oc2c(C)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,0.214048189,5.67976,512.683,0,1,2,1
205,Cc1oc2c(C)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,0.304931027,5.28966,498.656,0,1,2,1
206,Cc1oc2cc(Cl)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2n1,0.195270073,6.02474,533.101,0,1,2,1
207,Cc1oc2cc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3cc2n1,0.331791407,3.81114,438.557,0,1,2,1
208,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(C5CCOCC5)n4C)CCc3c2,0.379888361,4.25552,467.639,0,1,2,1
209,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc6nc(C)ccc6c5)n4C)CCc3c2,0.194275562,5.88514,524.694,0,1,2,1
210,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccc5)n4C)CCc3c2,0.285403255,5.02852,459.619,0,1,2,1
211,Cc1onc(n1)c2ccc(cc2)C(=O)N[C@@H]3CC[C@@H](CCN4CCC(CC4)c5cccc6OCCc56)CC3,0.446062184,5.53822,514.67,0,1,2,1
212,Cc1onc(n1)c2ccc(cc2)C(=O)N[C@@H]3CC[C@@H](CCN4CCC(CC4)c5coc6ccccc56)CC3,0.310618928,6.34952,512.654,0,1,2,1
213,Cc1onc(n1)c2ccc(cc2)C(=O)N[C@@H]3CC[C@@H](CCN4CCc5ccc(cc5CC4)S(=O)(=O)C)CC3,0.48178358,4.22802,536.698,0,1,2,1
214,Cc1onc(n1)c2ccc(cc2)c3nnc(SCCCN4CCOC(C4)c5ccc(cc5)C(F)(F)F)n3C,0.215058427,5.41502,544.603,0,1,2,1
215,Cc1onc(n1)c2cccc(c2)C(=O)N[C@@H]3CC[C@@H](CCN4CCN(CC4)c5nccc6OCCc56)CC3,0.505568433,3.87582,516.646,0,1,2,1
216,Clc1ccc(C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2)c(Cl)c1,0.387224981,7.2979,499.482,0,1,2,1
217,Clc1ccc(CN2CCC(=CC2)c3nc4cc(Cl)ccc4[nH]3)cc1,0.701426615,5.159,358.272,0,1,2,1
218,Clc1ccc(CN2CCC(CC2)c3cc([nH]n3)c4ccc(Cl)cc4)cc1,0.6179922,5.7631,386.326,0,1,2,1
219,Clc1ccc(CN2CCC(CC2)c3cc(on3)c4ccc(Cl)cc4)cc1,0.547588491,6.028,387.31,0,1,2,1
220,Clc1ccc(N2CCN(CCCCC(=O)Nc3nc4ccccc4s3)CC2)c(Cl)c1,0.468127692,5.5341,463.434,0,1,2,1
221,Clc1ccc(N2CCN(CCCCNc3noc(n3)c4ccccc4)CC2)c(Cl)c1,0.488621985,5.0577,446.382,0,1,2,1
222,Clc1ccc(OCCNCCCSc2ccccc2)cc1,0.542858159,4.4908,321.873,0,1,2,1
223,Clc1ccc(cc1)C(=O)NCN2CCN(CC2)c3ccccc3C#N,0.916741561,2.72118,354.841,0,1,2,1
224,Clc1ccc(cc1)C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.660833793,4.755,438.786,0,1,2,1
225,Clc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.689085742,4.1708,469.029,0,1,2,1
226,Clc1ccc(cc1)C(N2CCCN(CCCCN3C(=O)c4ccccc4C3=O)CC2)c5ccccc5,0.301216184,5.5135,502.058,0,1,2,1
227,Clc1ccc(cc1)C(N2CCN(CCCCNC(=O)\C=C\c3ccccc3)CC2)c4ccccc4,0.295979244,5.6568,488.075,0,1,2,1
228,Clc1ccc(cc1)C(N2CCN(CCCCNC(=O)c3cccs3)CC2)c4ccccc4,0.432491809,5.3187,468.066,0,1,2,1
229,Clc1ccc(cc1)C2(CCN(Cc3c[nH]c4ccccc34)CC2)OCC=C,0.570461579,5.5152,380.919,0,1,2,1
230,Clc1ccc(cc1)N2CCCN(CCCC(=O)c3nc4ccccc4s3)CC2,0.524997148,5.1249,413.974,0,1,2,1
231,Clc1ccc(cc1)N2CCN(CCCC(=O)c3cc4CCc5ccc(CCc3cc4)cc5)CC2,0.410335966,6.0089,473.06,0,1,2,1
232,Clc1ccc(cc1)N2CCN(CCCCN3C(=O)c4ccccc4S3(=O)=O)CC2,0.654970477,3.0869,433.961,0,1,2,1
233,Clc1ccc(cc1)N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2,0.55503711,4.8254,421.972,0,1,2,1
234,Clc1ccc(cc1)N2CCN(CCCCc3nc4ccccc4s3)CC2,0.550414959,5.0946,385.964,0,1,2,1
235,Clc1ccc(cc1)N2CCN(CCCOc3ccccc3)CC2,0.746304492,3.9311,330.859,0,1,2,1
236,Clc1ccc(cc1)N2CCN(CCN3CCCCCC3)C2=O,0.848821908,3.458,321.852,0,1,2,1
237,Clc1ccc(cc1)c2cc([nH]n2)C3CCCN(Cc4ccccc4)C3,0.707890899,5.1097,351.881,0,1,2,1
238,Clc1ccc(cc1)c2cc([nH]n2)C3CCN(Cc4ccccc4)C3,0.746648409,4.7196,337.854,0,1,2,1
239,Clc1ccc(cc1)c2cc([nH]n2)C3CCN(Cc4ccccc4)CC3,0.707890899,5.1097,351.881,0,1,2,1
240,Clc1ccc(cc1Cl)N2CCN(CCN3Cc4ccccc4C3)C2=O,0.797745864,4.2512,376.287,0,1,2,1
241,Clc1ccc2C(=C3CCN(CCCCNC(=O)c4ccc5ccccc5c4)CC3)c6ncccc6CCc2c1,0.267881505,7.0947,536.119,0,1,2,1
242,Clc1ccc2N(C3CCN(CCCCc4oc5ccccc5n4)CC3)C(=O)Nc2c1,0.451964535,4.784,424.932,0,1,2,1
243,Clc1ccc2NC(=O)Cc2c1N3CCN(Cc4ccccc4)CC3,0.931138254,3.1568,341.842,0,1,2,1
244,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,0.809349877,3.4292,313.788,0,1,2,1
245,Clc1ccc2[nH]ccc2c1N3CCN(Cc4ccccc4)CC3,0.781421619,4.1435,325.843,0,1,2,1
246,Clc1ccc2c(ccnc2c1)N3CCN(CCCCNC(=O)c4cn5ccccc5n4)CC3,0.422248463,3.8681,462.985,0,1,2,1
247,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)CC#N)CC3,0.724201427,4.63938,428.964,0,1,2,1
248,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)CC5CC5)CC3,0.611082159,5.5258,444.019,0,1,2,1
249,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)CC5CCCO5)CC3,0.590945187,5.2948,474.045,0,1,2,1
250,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)C[C@@H]5CCCCO5)CC3,0.543359442,5.6849,488.072,0,1,2,1
251,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)C[C@H]5CCCCO5)CC3,0.543359442,5.6849,488.072,0,1,2,1
252,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)C[C@H]5CCCO5)CC3,0.590945187,5.2948,474.045,0,1,2,1
253,Clc1ccc2c(nsc2c1)N3CCN(C[C@@H]4CC[C@@H](CNC(=O)c5occc5)CC4)CC3,0.552417079,4.9011,473.042,0,1,2,1
254,Clc1ccc2sc(CCCCN3CCC4(CC3)N(CNC4=O)c5ccccc5)nc2c1,0.54821962,4.7009,455.027,0,1,2,1
255,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.571347401,5.2494,462.421,0,1,2,1
256,Clc1cccc(N2CCN(CCC3CCC(CC3)NC(=O)c4ccccc4)CC2)c1Cl,0.619046976,5.4943,460.449,0,1,2,1
257,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C#N)c4c3)CC2)c1Cl,0.604544714,4.05368,457.365,0,1,2,1
258,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C=O)c4c3)CC2)c1Cl,0.540309841,3.9945,460.365,0,1,2,1
259,Clc1cccc(N2CCN(CCCCCN3C(=O)c4ccccc4C3=O)CC2)c1Cl,0.461449094,4.5819,446.378,0,1,2,1
260,Clc1cccc(N2CCN(CCCCCNC(=O)c3ccc(cc3)C#C)CC2)c1Cl,0.473881416,4.697,444.406,0,1,2,1
261,Clc1cccc(N2CCN(CCCCCNC(=O)c3cccc(c3)C#C)CC2)c1Cl,0.473881416,4.697,444.406,0,1,2,1
262,Clc1cccc(N2CCN(CCCCN3C(=O)c4ccccc4C3=O)CC2)c1Cl,0.507369331,4.1918,432.351,0,1,2,1
263,Clc1cccc(N2CCN(CCCCN3CCc4ccccc4C3=O)CC2)c1Cl,0.624968618,4.5941,432.395,0,1,2,1
264,Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc(c3)c4ccccc4)CC2)c1Cl,0.367811602,6.3512,498.454,0,1,2,1
265,Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4CCCCc34)CC2)c1Cl,0.531616834,5.563,476.448,0,1,2,1
266,Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4[nH]cnc34)CC2)c1Cl,0.503990937,4.5605,462.381,0,1,2,1
267,Clc1cccc(N2CCN(CCCCNC(=O)Oc3ccccc3)CC2)c1Cl,0.658334942,4.6842,422.356,0,1,2,1
268,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4cc(I)ccc4s3)CC2)c1Cl,0.26615552,6.1449,588.342,0,1,2,1
269,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,0.513717732,4.8069,445.394,0,1,2,1
270,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)c1Cl,0.468603498,5.5403,462.446,0,1,2,1
271,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc(cc3)C#C)CC2)c1Cl,0.525539953,4.3069,430.379,0,1,2,1
272,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc4c(c3)C(=O)c5ccccc45)CC2)c1Cl,0.333495135,5.537,508.449,0,1,2,1
273,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc4c5ccccc5c4c3)CC2)c1Cl,0.331132955,5.973,480.439,0,1,2,1
274,Clc1cccc(N2CCN(CCCCNC(=O)c3cccc(c3)C#Cc4ccccc4)CC2)c1Cl,0.328771675,5.7254,506.477,0,1,2,1
275,Clc1cccc(N2CCN(CCCCNC(=O)c3csc4ccccc34)CC2)c1Cl,0.468603498,5.5403,462.446,0,1,2,1
276,Clc1cccc(N2CCN(CCCCNC(=O)c3oc4ccc(Br)cc4c3)CC2)c1Cl,0.394604853,5.8343,525.274,0,1,2,1
277,Clc1cccc(N2CCN(CCCCNc3ccccn3)CC2)c1Cl,0.722821639,4.4027,379.335,0,1,2,1
278,Clc1cccc(N2CCN(CCCCOc3ccc(cc3)c4cn5ccccc5n4)CC2)c1Cl,0.269205982,6.2893,495.454,0,1,2,1
279,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.614980151,4.8593,448.394,0,1,2,1
280,Clc1cccc(N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2)c1Cl,0.377760819,4.4348,447.366,0,1,2,1
281,Clc1cccc(N2CCN(CCCCOc3ccc4cccnc4c3)CC2)c1Cl,0.461604369,5.5228,430.379,0,1,2,1
282,Clc1cccc(N2CCN(CCCCOc3cccc4ccnn34)CC2)c1Cl,0.52350076,4.6223,419.356,0,1,2,1
283,Clc1cccc(N2CCN(CCCCOc3cccn4ncc(C=O)c34)CC2)c1Cl,0.377760819,4.4348,447.366,0,1,2,1
284,Clc1cccc(N2CCN(CCCCOc3cccn4nccc34)CC2)c1Cl,0.52350076,4.6223,419.356,0,1,2,1
285,Clc1cccc(N2CCN(CCCCOc3ccn4nc(C=O)cc4c3)CC2)c1Cl,0.377760819,4.4348,447.366,0,1,2,1
286,Clc1cccc(N2CCN(CCCCOc3ccn4nc(cc4c3)C#N)CC2)c1Cl,0.502839091,4.49398,444.366,0,1,2,1
287,Clc1cccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c1Cl,0.52350076,4.6223,419.356,0,1,2,1
288,Clc1cccc(N2CCN(CCCCn3cc(nn3)c4ccc5[nH]ccc5c4)CC2)c1Cl,0.37173368,5.3356,469.42,0,1,2,1
289,Clc1cccc(N2CCN(CCCCn3cc(nn3)c4ccc5c(Cc6ccccc56)c4)CC2)c1Cl,0.233011404,6.4255,518.492,0,1,2,1
290,Clc1cccc(N2CCN(CCCNC(=O)Oc3ccc(cc3)c4ccccc4)CC2)c1Cl,0.420568038,5.9611,484.427,0,1,2,1
291,Clc1cccc(N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2)c1Cl,0.499511381,5.4473,458.389,0,1,2,1
292,Clc1cccc(N2CCN(CCCNC(=O)c3cccc4C(=O)c5ccccc5c34)CC2)c1Cl,0.377165938,5.1469,494.422,0,1,2,1
293,Clc1cccc(N2CCN(CCCc3cn(nn3)c4ccn5nccc5c4)CC2)c1Cl,0.43958345,3.9766,456.381,0,1,2,1
294,Clc1cccc(N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)C45CC6CC(CC(C6)C4)C5)CC2)c1Cl,0.473717198,6.3969,518.573,0,1,2,1
295,Clc1cccc(N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)C4CCCCCC4)CC2)c1Cl,0.496282522,6.1509,480.524,0,1,2,1
296,Clc1cccc(N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)c4occc4)CC2)c1Cl,0.666508576,5.0873,450.41,0,1,2,1
297,Clc1cccc(N2CCN(CC[C@@H]3CC[C@H](CC3)Nc4ncccn4)CC2)c1Cl,0.695949512,4.9664,434.415,0,1,2,1
298,Clc1cccc(N2CCN(CCc3cn(nn3)c4ccn5ncc(C=O)c5c4)CC2)c1Cl,0.402630846,3.399,470.364,0,1,2,1
299,Clc1cccc(N2CCN(C[C@@H]3C[C@@H]3CNC(=O)c4ccc(cc4)c5ccccn5)CC2)c1Cl,0.487066647,5.2435,495.454,0,1,2,1
300,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,0.54865108,4.5829,443.378,0,1,2,1
301,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc(I)cc3)CC2)c1Cl,0.434729094,4.7062,530.237,0,1,2,1
302,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc(cc3)c4ccncc4)CC2)c1Cl,0.473792799,5.1636,481.427,0,1,2,1
303,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc(cc3)c4ncccn4)CC2)c1Cl,0.500770632,4.5586,482.415,0,1,2,1
304,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3cccc4Cc5ccccc5c34)CC2)c1Cl,0.352432962,5.6728,492.45,0,1,2,1
305,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccccc3)CC2)c1Cl,0.736800413,4.1016,404.341,0,1,2,1
306,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccccc3Cl)CC2)c1Cl,0.660833793,4.755,438.786,0,1,2,1
307,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3cccnc3)CC2)c1Cl,0.747943187,3.4966,405.329,0,1,2,1
308,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccncc3)CC2)c1Cl,0.747943187,3.4966,405.329,0,1,2,1
309,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3cnc4ccccc4n3)CC2)c1Cl,0.567670022,4.0448,456.377,0,1,2,1
310,Clc1cccc(N2CCN(Cc3cccc4ccccc34)CC2)c1Cl,0.60252988,5.4688,371.311,0,1,2,1
311,Clc1cccc(N2CCN(Cc3ccccc3)CC2)c1Cl,0.830787472,4.3156,321.251,0,1,2,1
312,Clc1cccc(N2CCN(Cc3cccnc3)CC2)c1Cl,0.858652424,3.7106,322.239,0,1,2,1
313,Clc1cccc(N2CCN(Cc3csc4ccccc34)CC2)c1Cl,0.592176337,5.5303,377.34,0,1,2,1
314,Clc1cccc(c1)N2C=CN(CCCN3CCCCCC3)C2=O,0.837150188,3.5585,333.863,0,1,2,1
315,Clc1cccc(c1)N2CCN(CCN3CCCCCC3)S2(=O)=O,0.831482367,2.5828,357.907,0,1,2,1
316,Clc1cccc(c1)N2CCN(CCN3[C@@H]4CCC[C@H]3CC4)C2=O,0.841384458,3.5989,333.863,0,1,2,1
317,Clc1cccc(c1)N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)c4cccs4)CC2,0.705857861,4.9024,432.033,0,1,2,1
318,Clc1cccc2CCN(CCCCc3nc4ccccc4s3)Cc12,0.574145134,5.3307,356.922,0,1,2,1
319,Clc1ccccc1N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2,0.55503711,4.8254,421.972,0,1,2,1
320,Clc1ccccc1N2CCN(Cc3cccs3)CC2,0.850527917,3.7237,292.835,0,1,2,1
321,Clc1ccccc1OCCNCCCOc2ccccc2,0.715268608,3.7775,305.805,0,1,2,1
322,Cn1c(SCCCN2CC3CCN(C3C2)c4c(F)cccc4C(F)(F)F)nnc1c5cnccn5,0.270855726,4.1229,507.561,0,1,2,1
323,Cn1c(SCCCN2CC3CCN(C3C2)c4c(F)cccc4F)nnc1c5cnccn5,0.398695225,3.2432,457.554,0,1,2,1
324,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1C5=CC(=O)NC=C5,0.437268471,3.0024,454.575,0,1,2,1
325,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5=CC(=O)NC=C5,0.389130586,3.8821,504.582,0,1,2,1
326,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4C(F)(F)F)nnc1c5cccnc5,0.358293151,4.5888,488.583,0,1,2,1
327,Cn1c(SCCCN2CCC3(CC2)CCN(CC3)c4cccc(Cl)c4Cl)nnc1c5ccccc5,0.252511931,6.6537,530.569,0,1,2,1
328,Cn1c(SCCCN2CCC3(CC2)CCN(CC3)c4ccccn4)nnc1c5ccccc5,0.37333142,4.7419,462.667,0,1,2,1
329,Cn1c(SCCCN2CCOC(C2)c3ccc(cc3)C(F)(F)F)nnc1c4ccc(cc4)C(=O)N,0.365655054,4.1555,505.566,0,1,2,1
330,Cn1c(SCCCN2CCOC(C2)c3ccc(cc3F)C(F)(F)F)nnc1c4ccc(cc4)C(=O)N,0.269361892,4.2946,523.556,0,1,2,1
331,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5=CC=NC(=O)C5,0.420916798,4.5802,489.567,0,1,2,1
332,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccc(c5)C(=O)N,0.338979358,4.9616,515.605,0,1,2,1
333,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccccc5C(=O)N,0.338979358,4.9616,515.605,0,1,2,1
334,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccnc5C(F)(F)F,0.200339456,6.2765,541.565,0,1,2,1
335,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccnn5,0.366977136,4.6527,474.556,0,1,2,1
336,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5csnn5,0.360503864,4.7142,480.585,0,1,2,1
337,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5occc5,0.344924262,5.4557,462.541,0,1,2,1
338,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccccc4)C2)nnc1c5cccnc5,0.434609851,4.2389,405.571,0,1,2,1
339,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccccn5,0.346181474,5.2577,473.568,0,1,2,1
340,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccncn5,0.366977136,4.6527,474.556,0,1,2,1
341,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccnnc5,0.366977136,4.6527,474.556,0,1,2,1
342,Cn1cnc(c1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.663080127,3.2556,474.627,0,1,2,1
343,Cn1cnc(c1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.656721949,2.1982,475.615,0,1,2,1
344,Cn1cnc(n1)c2ccc3c(c2)c(cn3c4ccc(F)cc4)C5CCN(CCN6C(=O)Nc7ccccc7C6=O)CC5,0.323356639,4.4479,563.637,0,1,2,1
345,FC(CCNC(=O)c1cc2ccccc2[nH]1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.531743642,4.7549,463.384,0,1,2,1
346,FC(F)(F)C(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1,0.716840672,5.2396,422.491,0,1,2,1
347,FC(F)(F)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1,0.762361195,4.0457,440.535,0,1,2,1
348,FC(F)(F)CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1,0.736641589,3.156,440.51,0,1,2,1
349,FC(F)(F)CCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1,0.61769,5.2085,452.561,0,1,2,1
350,FC(F)(F)CCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1,0.629912916,5.0023,454.533,0,1,2,1
351,FC(F)(F)CS(=O)(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1,0.651329452,2.9679,477.549,0,1,2,1
352,FC(F)(F)Oc1cccc(c1)N2CCN(CCN3CCC(CC3)C(F)(F)F)C2=O,0.666876216,4.1015,425.373,0,1,2,1
353,FC(F)(F)S(=O)(=O)Oc1ccc2CCN(CCCCNC(=O)\C=C\c3ccc4[nH]ccc4c3)Cc2c1,0.18898172,4.3642,521.561,0,1,2,1
354,FC(F)(F)S(=O)(=O)Oc1ccc2CCN(CCCCNC(=O)\C=C\c3ccc4ccccc4c3)Cc2c1,0.18101104,5.0361,532.584,0,1,2,1
355,FC(F)(F)S(=O)(=O)Oc1ccc2CCN(CCCCNC(=O)\C=C\c3ccccc3)Cc2c1,0.254141088,3.8829,482.524,0,1,2,1
356,FC(F)(F)S(=O)(=O)Oc1cccc(c1)[C@@H]2CCCN(CCc3ccccc3)C2,0.522262044,4.3371,413.461,0,1,2,1
357,FC(F)(F)c1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)c5ccccc5n1,0.388122664,4.2335,496.537,0,1,2,1
