,can,QED,logP,molWt,herg,drd3,fold,profile
177,Clc1ccc2[nH]cc(CCN(CC=C)CC=C)c2c1,0.755272633,4.0378,274.795,0,1,2,1
178,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)CC5CCC6(CC5)OCCO6)CC3,0.457921336,6.0491,544.136,0,1,2,1
179,Clc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)CCC#N)CC3,0.649764106,5.02948,442.991,0,1,2,1
180,Clc1cccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)c1,0.819025328,3.5934,355.869,0,1,2,1
181,Clc1cccc(N2CCN(CCC3CCC(CC3)NC(=O)c4cccs4)CC2)c1Cl,0.606011797,5.5558,466.478,0,1,2,1
182,Clc1cccc(N2CCN(CCCCNC(=O)C3c4ccccc4c5ccccc35)CC2)c1Cl,0.420488544,5.8243,494.466,0,1,2,1
183,Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4OCCOc34)CC2)c1Cl,0.591140772,4.4554,480.392,0,1,2,1
184,Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4sccc34)CC2)c1Cl,0.429837502,5.8989,478.445,0,1,2,1
185,Clc1cccc(N2CCN(CCCCNC(=O)[C@@H]3CC[C@H](CC3)c4ccccc4)CC2)c1Cl,0.464240985,5.9858,488.503,0,1,2,1
186,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4CCc5ccc(CCc3cc4)cc5)CC2)c1Cl,0.365029373,6.2094,536.547,0,1,2,1
187,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4cc(Br)ccc4[nH]3)CC2)c1Cl,0.397891959,5.5694,524.29,0,1,2,1
188,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccc(cc4[nH]3)C#N)CC2)c1Cl,0.492148171,4.67858,470.404,0,1,2,1
189,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc(I)s3)CC2)c1Cl,0.39892484,4.9917,538.282,0,1,2,1
190,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc(cc3)c4cccnc4)CC2)c1Cl,0.436949259,5.3876,483.443,0,1,2,1
191,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc4Cc5ccccc5c4c3)CC2)c1Cl,0.325341778,5.8968,494.466,0,1,2,1
192,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2)c1Cl,0.478648484,5.4788,456.417,0,1,2,1
193,Clc1cccc(N2CCN(CCCCNC(=O)c3ccccc3)CC2)c1Cl,0.695863371,4.3256,406.357,0,1,2,1
194,Clc1cccc(N2CCN(CCCCNC(=O)c3cnc4ccccc4c3)CC2)c1Cl,0.514486942,4.8738,457.405,0,1,2,1
195,Clc1cccc(N2CCN(CCCCNC(=O)c3cnc4ccccc4n3)CC2)c1Cl,0.536278208,4.2688,458.393,0,1,2,1
196,Clc1cccc(N2CCN(CCCCNC(=O)c3cncc(Br)c3)CC2)c1Cl,0.586960045,4.4831,486.241,0,1,2,1
197,Clc1cccc(N2CCN(CCCCNc3cc(ccn3)c4ccccc4)CC2)c1Cl,0.41803571,6.0697,455.433,0,1,2,1
198,Clc1cccc(N2CCN(CCCCNc3ccc(cn3)c4ccccc4)CC2)c1Cl,0.41803571,6.0697,455.433,0,1,2,1
199,Clc1cccc(N2CCN(CCCCOc3cc4ccccn4n3)CC2)c1Cl,0.52350076,4.6223,419.356,0,1,2,1
200,Clc1cccc(N2CCN(CCCCOc3ccc4ccnn4c3)CC2)c1Cl,0.52350076,4.6223,419.356,0,1,2,1
201,Clc1cccc(N2CCN(CCCCOc3cccc4c(C=O)cnn34)CC2)c1Cl,0.377760819,4.4348,447.366,0,1,2,1
202,Clc1cccc(N2CCN(CCCCOc3ccn4ncc(C#N)c4c3)CC2)c1Cl,0.502839091,4.49398,444.366,0,1,2,1
203,Clc1cccc(N2CCN(CCCCc3cn(nn3)c4ccc5[nH]ccc5c4)CC2)c1Cl,0.378293297,5.2003,469.42,0,1,2,1
204,Clc1cccc(N2CCN(CCCCc3cn(nn3)c4ccc5c(Cc6ccccc56)c4)CC2)c1Cl,0.237487771,6.2902,518.492,0,1,2,1
205,Clc1cccc(N2CCN(CCCCc3cn(nn3)c4ccn5ncc(C=O)c5c4)CC2)c1Cl,0.268273728,4.1792,498.418,0,1,2,1
206,Clc1cccc(N2CCN(CCCCn3cc(nn3)c4ccc(cc4)c5ccccc5)CC2)c1Cl,0.25511372,6.5213,506.481,0,1,2,1
207,Clc1cccc(N2CCN(CCCCn3cc(nn3)c4ccc5ccccc5c4)CC2)c1Cl,0.303922596,6.0075,480.443,0,1,2,1
208,Clc1cccc(N2CCN(CCCCn3cc(nn3)c4ccc5ncccc5c4)CC2)c1Cl,0.330961136,5.4025,481.431,0,1,2,1
209,Clc1cccc(N2CCN(CCCNC(=O)C3c4ccccc4c5ccccc35)CC2)c1Cl,0.47801187,5.4342,480.439,0,1,2,1
210,Clc1cccc(N2CCN(CCCNC(=O)Oc3ccc4c(c3)[nH]c5ccccc45)CC2)c1Cl,0.324502155,5.9286,497.426,0,1,2,1
211,Clc1cccc(N2CCN(CCCNC(=O)c3cccc4c3Cc5ccccc45)CC2)c1Cl,0.370118666,5.5067,480.439,0,1,2,1
212,Clc1cccc(N2CCN(CCNC(=O)c3ccc(cc3)C#Cc4ccccc4)CC2)c1Cl,0.527833974,4.9452,478.423,0,1,2,1
213,Clc1cccc(N2CCN(CCNC(=O)c3cccc(c3)C#Cc4ccccc4)CC2)c1Cl,0.527833974,4.9452,478.423,0,1,2,1
214,Clc1cccc(N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)C4CCCC4)CC2)c1Cl,0.630444922,5.3707,452.47,0,1,2,1
215,Clc1cccc(N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)c4ccccc4)CC2)c1Cl,0.619046976,5.4943,460.449,0,1,2,1
216,Clc1cccc(N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)c4cccs4)CC2)c1Cl,0.606011797,5.5558,466.478,0,1,2,1
217,Clc1cccc(N2CCN(CCc3cn(nn3)c4ccn5nccc5c4)CC2)c1Cl,0.473089834,3.5865,442.354,0,1,2,1
218,Clc1cccc(N2CCN(C[C@@H]3C[C@H]3CNC(=O)c4ccnc5ccccc45)CC2)c1Cl,0.567367837,4.7297,469.416,0,1,2,1
219,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc(cc3)c4ccccn4)CC2)c1Cl,0.473792799,5.1636,481.427,0,1,2,1
220,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc4c(Cc5ccccc45)c3)CC2)c1Cl,0.352432962,5.6728,492.45,0,1,2,1
221,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccccn3)CC2)c1Cl,0.747943187,3.4966,405.329,0,1,2,1
222,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3oc4ccccc4c3)CC2)c1Cl,0.55277285,4.8478,444.362,0,1,2,1
223,Clc1cccc(N2CCN(Cc3cccs3)CC2)c1Cl,0.825515254,4.3771,327.28,0,1,2,1
224,Clc1cccc(c1)N2CCN(CCN3CCCCCC3)C2=O,0.848821908,3.458,321.852,0,1,2,1
225,Clc1cccc(c1)N2CCN(CCN3Cc4ccccc4C3)C2=O,0.849196373,3.5978,341.842,0,1,2,1
226,Clc1ccccc1CN2CCN(CCN3Cc4ccccc4C3)C2=O,0.819025328,3.5934,355.869,0,1,2,1
227,Clc1ccccc1N2CCN(CCCCN3CCc4ccccc4C3=O)CC2,0.690552296,3.9407,397.95,0,1,2,1
228,Clc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccccc4)CC2,0.473279915,5.3392,448.01,0,1,2,1
229,Clc1ccccc1N2CCN(CCCOc3ccc(cc3)c4nc5ccccc5[nH]4)CC2,0.381927426,5.4744,446.982,0,1,2,1
230,Clc1ccccc1N2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)c4cccs4)CC2,0.705857861,4.9024,432.033,0,1,2,1
231,Clc1ccccc1N2CCN(Cc3c[nH]c4ccc(cc34)C#N)CC2,0.775761712,4.01518,350.853,0,1,2,1
232,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1C5CCOCC5,0.479934563,3.5411,445.608,0,1,2,1
233,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4C(F)(F)F)nnc1c5cnccn5,0.270855726,4.1229,507.561,0,1,2,1
234,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4)nnc1C5CCOCC5,0.498552524,3.402,427.618,0,1,2,1
235,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4C(F)(F)F)nnc1c5ccncc5,0.358293151,4.5888,488.583,0,1,2,1
236,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4C(F)(F)F)nnc1c5cnccn5,0.367463928,3.9838,489.571,0,1,2,1
237,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4F)nnc1c5cnccn5,0.414038048,3.1041,439.564,0,1,2,1
238,Cn1c(SCCCN2CCC3(CC2)CCN(CC3)c4cccc(c4)C#N)nnc1c5ccccc5,0.337120461,5.21858,486.689,0,1,2,1
239,Cn1c(SCCCN2CCC3CC3(CC2)c4ccc(cc4)C(F)(F)F)nnc1c5ccnnc5,0.350895494,4.8268,488.583,0,1,2,1
240,Cn1c(SCCCN2CCOC(C2)c3ccc(cc3)C(F)(F)F)nnc1c4ccc(cc4)c5occn5,0.213883063,5.7116,529.588,0,1,2,1
241,Cn1c(SCCCN2CCOC(C2)c3ccc(cc3)C(F)(F)F)nnc1c4ccc(cc4)c5ocnn5,0.229785513,5.1066,530.576,0,1,2,1
242,Cn1c(SCCCN2CCOC(C2)c3ccc(cc3)C(F)(F)F)nnc1c4ccc(nc4)C(=O)N,0.368510103,3.5505,506.554,0,1,2,1
243,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(F)cc4F)C2)nnc1c5cccnc5,0.398632205,4.5171,441.551,0,1,2,1
244,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5CC6CCC(C5)O6,0.360248169,5.6207,506.638,0,1,2,1
245,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5CCOCC5,0.408038554,5.0897,480.6,0,1,2,1
246,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccc(CC(=O)N)cc5,0.315565406,4.8905,529.632,0,1,2,1
247,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccnnc5,0.366977136,4.6527,474.556,0,1,2,1
248,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccnn5,0.366977136,4.6527,474.556,0,1,2,1
249,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5nccs5,0.33912611,5.3192,479.597,0,1,2,1
250,Cn1c(SCCCN2C[C@@H]3C[C@@]3(C2)c4ccc(cc4)C(F)(F)F)nnc1c5cncnc5,0.391770933,4.0466,460.529,0,1,2,1
251,Cn1cc(CN2CCC(O)(CC2)c3ccc(Cl)cc3)c4ccccc14,0.758541963,4.3153,354.881,0,1,2,1
252,FC(CCNC(=O)c1ccc2ccccc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.496479541,5.4268,474.407,0,1,2,1
253,FC(F)(F)C(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1,0.760518578,4.4283,424.507,0,1,2,1
254,FC(F)(F)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1,0.782549436,3.1647,427.467,0,1,2,1
255,FC(F)(F)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1,0.784860103,2.7659,426.483,0,1,2,1
256,FC(F)(F)C1(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.641034176,5.0023,466.544,0,1,2,1
257,FC(F)(F)C1CCN(CCN2CCN(C2=O)c3cccc(Cl)c3)CC1,0.798677165,3.8563,375.822,0,1,2,1
258,FC(F)(F)C1CCN(CCN2CCN(C2=O)c3cccc(c3)C#N)CC1,0.822936308,3.07458,366.387,0,1,2,1
259,FC(F)(F)CCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1,0.561086637,6.0198,450.545,0,1,2,1
260,FC(F)(F)S(=O)(=O)Oc1ccc2CCN(CCCCNC(=O)\C=C/c3ccccc3)Cc2c1,0.254141088,3.8829,482.524,0,1,2,1
261,FC(F)(F)S(=O)(=O)Oc1ccc2CCN(CCCCNC(=O)\C=C\c3ccc4ccccc4n3)Cc2c1,0.18953909,4.4311,533.572,0,1,2,1
262,FC(F)(F)S(=O)(=O)Oc1ccc2CCN(CCCCNC(=O)c3cccc(c3)c4ccccc4)Cc2c1,0.23442801,5.1503,532.584,0,1,2,1
263,FC(F)(F)S(=O)(=O)Oc1cccc2[C@H]3CCN(CC=C)[C@H]3CCc12,0.469401745,3.2051,361.385,0,1,2,1
264,FC(F)(F)c1cc(cc(c1)N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)C#N,0.534724808,3.55698,470.499,0,1,2,1
265,FC(F)(F)c1ccc(OCCCN2CCN(CC2)c3ccccn3)cc1,0.730285261,3.6915,365.399,0,1,2,1
266,FC(F)(F)c1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.513681299,6.1986,500.605,0,1,2,1
267,FC(F)(F)c1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.628948906,4.5362,502.581,0,1,2,1
268,FC(F)(F)c1cccc(c1)N2CCN(CCCCN3Cc4ccccc4C3=O)CC2,0.657342847,4.2636,417.475,0,1,2,1
269,FC(F)(F)c1ccccc1N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2,0.519705556,5.1593,457.496,0,1,2,1
270,FC(F)(F)c1nc2c(OCCNCc3ccccc3)cccc2[nH]1,0.674684917,3.7503,335.329,0,1,2,1
271,FC(F)(F)c1nc2c(cccc2[nH]1)N3CCN(Cc4ccccc4)CC3,0.769335287,3.9039,360.383,0,1,2,1
272,FC(F)(F)c1nc2c(cccc2[nH]1)[n+]3cc[n+](Cc4ccccc4)cc3,0.562544951,3.1942,356.351,0,1,2,1
273,FC1(F)CC1C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.673545791,5.3325,430.539,0,1,2,1
274,FC1(F)CC1C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.74355496,3.2576,435.515,0,1,2,1
275,FCCN1CN(c2ccccc2)C3(CCN(Cc4coc5ccccc45)CC3)C1=O,0.639995158,4.0432,407.489,0,1,2,1
276,FCCOc1cccc(c1)N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2,0.484496127,2.9033,441.507,0,1,2,1
277,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2,0.439039529,3.5528,465.573,0,1,2,1
278,FCCOc1ccccc1N2CCN(Cc3cc4ccccn4n3)CC2,0.681325909,3.0048,354.429,0,1,2,1
279,F[C@H](CCNC(=O)c1oc2ccccc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.533740394,5.0198,464.368,0,1,2,1
280,Fc1ccc(C2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)C4CCOCC4)CC2)c5ccoc15,0.645659979,5.243,456.602,0,1,2,1
281,Fc1ccc(C2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)CC4CCOCC4)CC2)c5ccoc15,0.569570479,5.6331,470.629,0,1,2,1
282,Fc1ccc(CCCCN2CCN(CC2)c3ccc(Cl)cc3)cc1,0.703844995,4.624,346.877,0,1,2,1
283,Fc1ccc(CN2CC3COc4ccc(cc4C3C2)C#N)cc1,0.853807726,3.30538,308.356,0,1,2,1
284,Fc1ccc(CN2C[C@H]3COc4ccc(cc4[C@@H]3C2)C#N)cc1,0.853807726,3.30538,308.356,0,1,2,1
285,Fc1ccc(OCCCN2CCN(CC2)c3ncccn3)cc1,0.764414192,2.2068,316.38,0,1,2,1
286,Fc1ccc(SCCCN2CCN(CC2)c3ccc(Cl)cc3)cc1,0.537493773,4.7835,364.917,0,1,2,1
287,Fc1ccc(SCCCN2CCN(CC2)c3ccc(cc3)C(F)(F)F)cc1,0.377553351,5.1489,398.469,0,1,2,1
288,Fc1ccc(SCCCN2CCN(CC2)c3ccccn3)cc1,0.595437084,3.5251,331.46,0,1,2,1
289,Fc1ccc(SCCCN2CCc3ccccc3C2)cc1,0.595887302,4.3662,301.43,0,1,2,1
290,Fc1ccc(\C=C\C(=O)N[C@@H]2CC[C@@H](CCN3CCc4cc(ccc4C3)C#N)CC2)cc1,0.66650356,4.83398,431.555,0,1,2,1
291,Fc1ccc(\C=C\C(=O)N[C@@H]2CC[C@@H](CCN3Cc4ccc(Br)cc4C3)CC2)cc1,0.550031538,5.6823,471.414,0,1,2,1
292,Fc1ccc(cc1)C(=O)CCCN2C3CCC2CN(CC3)c4ccc(Cl)cc4,0.623571589,5.1853,400.925,0,1,2,1
293,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.076765602,9.7468,833.8,0,1,2,1
294,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.072224135,10.1369,847.827,0,1,2,1
295,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCCCCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.043735214,11.6973,903.935,0,1,2,1
296,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCCCCCCCCCCCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.030169282,14.428,1002.124,0,1,2,1
297,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCCCCCCCCCCCCCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.027957306,15.2082,1030.178,0,1,2,1
298,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccc(Cl)cc3,0.718841093,4.2642,360.86,0,1,2,1
299,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,0.764394213,3.0058,327.403,0,1,2,1
300,Fc1ccc(cc1)C(=O)CCCN2CCN3C(CCc4ccccc34)C2,0.762092261,3.9256,352.453,0,1,2,1
301,Fc1ccc(cc1)C(CCCN2CCC(CC2)NC(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4,0.348739902,6.18188,517.62,0,1,2,1
302,Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)CCCc3ccccc3)c4ccc(F)cc4,0.355977355,6.044,476.611,0,1,2,1
303,Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CC=C)c4ccc(F)cc4,0.64481266,5.2522,369.455,0,1,2,1
304,Fc1ccc(cc1)C(OC2CC3CCC(C2)N3Cc4cccc5ccccc45)c6ccc(F)cc6,0.291327035,7.4196,469.575,0,1,2,1
305,Fc1ccc(cc1)C(OC2CC3CCC(C2)N3Cc4ccccc4)c5ccc(F)cc5,0.467114354,6.2664,419.515,0,1,2,1
306,Fc1ccc(cc1)N2CCN(CCC3OCCc4ccccc34)CC2,0.844865086,3.6518,340.442,0,1,2,1
307,Fc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.606864113,4.8674,486.653,0,1,2,1
308,Fc1ccc(cc1)c2cc(CCCCN3CCN(CC3)C(c4ccccc4)c5ccccc5)on2,0.272890361,6.2106,469.604,0,1,2,1
309,Fc1ccc(cc1)c2cc(CCCCN3CCN(CC3)c4ccccc4)on2,0.560671507,4.6256,379.479,0,1,2,1
310,Fc1ccc(cc1)c2cccc(CN3CCN(CC3)c4ncccn4)c2,0.721029776,3.6049,348.425,0,1,2,1
311,Fc1ccc(cc1)c2cncc(CN3CCN(CC3)c4ccccc4)c2,0.704703891,4.2099,347.437,0,1,2,1
312,Fc1ccc(cc1Cl)N2CCN(CCN3CCCCCC3)C2=O,0.837674143,3.5971,339.842,0,1,2,1
313,Fc1ccc(cc1Cl)N2CCN(CCN3Cc4ccccc4C3)C2=O,0.831116293,3.7369,359.832,0,1,2,1
314,Fc1ccc2OCC3CN(Cc4ccccc4)CC3c2c1,0.836938815,3.4337,283.346,0,1,2,1
315,Fc1ccc2c(noc2c1)C3CCN(CC4CC(=O)c5cn[nH]c5C4)CC3,0.76760074,3.3147,368.412,0,1,2,1
316,Fc1ccc2c(noc2c1)C3CCN(CC4CC(=O)c5cncnc5C4)CC3,0.693640186,3.3816,380.423,0,1,2,1
317,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)C5CCOCC5)CC3,0.684634523,4.638,457.59,0,1,2,1
318,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(cc5)N6CCS(=O)(=O)CC6)CC3,0.429253625,4.76,582.742,0,1,2,1
319,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(nn5)N6CCOCC6)CC3,0.481186526,4.1518,536.652,0,1,2,1
320,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc6OCOc6c5)CC3,0.505267688,5.2539,493.579,0,1,2,1
321,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NS(=O)(=O)c5ccc(Cl)cc5)CC3,0.431353295,5.7271,520.07,0,1,2,1
322,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NS(=O)(=O)c5cccnc5)CC3,0.530210024,4.4687,486.613,0,1,2,1
323,Fc1cccc(N2CCN(CCCCNC(=O)c3cc4CCc5ccc(CCc3cc4)cc5)CC2)c1F,0.451523896,5.1808,503.637,0,1,2,1
324,Fc1cccc(c1)C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.707886536,4.2407,422.331,0,1,2,1
325,Fc1cccc(c1)N2CCN(CCN3CCCCCC3)C2=O,0.854902113,2.9437,305.397,0,1,2,1
326,Fc1cccc(c1)c2cccc(CN3CCN(CC3)c4ncccn4)c2,0.721029776,3.6049,348.425,0,1,2,1
327,Fc1ccccc1N2CCN(CCCCNc3ccc(cn3)c4ccccc4)CC2,0.541180177,4.902,404.533,0,1,2,1
328,Fc1ccccc1S(=O)(=O)n2cc(C3=CCNCC3)c4ccccc24,0.782563263,3.3941,356.422,0,1,2,1
329,N#Cc1ccc2OC[C@H]3CN(Cc4ccccc4)C[C@@H]3c2c1,0.852101517,3.16628,290.366,0,1,2,1
330,N#Cc1cccc(c1)[C@@H]2CCCN(CCc3ccccc3)C2,0.851316504,3.98038,290.41,0,1,2,1
331,NC(=O)c1cccc(c1)c2ccc(OC(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl)cc2,0.352063486,5.4501,541.479,0,1,2,1
332,NC(=O)c1cccc(c1)c2cccc(OC(=O)NCCCCN3CCN(CC3)c4ccccc4)c2,0.457145469,4.1433,472.589,0,1,2,1
333,NC(=O)c1cccc(c1)c2cccc(OC(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl)c2,0.400204427,5.06,527.452,0,1,2,1
334,NCC1CC1c2cc(F)c(F)cc2OCC=C,0.801458509,2.5918,239.265,0,1,2,1
335,NCCc1ccc(O)c(O)c1,0.544872839,0.599,153.181,0,1,2,1
336,NCCc1cccc2c1ccn2S(=O)(=O)c3ccccc3,0.804262179,2.3795,300.383,0,1,2,1
337,NC[C@H]1C[C@@H]1c2cc(F)ccc2OCC=C,0.775036325,2.4527,221.275,0,1,2,1
338,N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1,0.924003331,3.3259,344.528,0,1,2,1
339,Nc1ccc(cc1)C#CCCN2CCC(=CC2)c3ccccc3,0.690043407,3.7997,302.421,0,1,2,1
340,Nc1ccc(cn1)C#CCCN2CCC(=CC2)c3ccccc3,0.885501654,3.1947,303.409,0,1,2,1
341,Nc1cccc(c1)C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.554091328,3.6838,419.356,0,1,2,1
342,O=C(CC#N)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1,0.796059444,3.77968,395.547,0,1,2,1
343,O=C(CC#N)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1,0.791870368,2.11728,397.523,0,1,2,1
344,O=C(CC1CCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.700522927,2.7727,442.604,0,1,2,1
345,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.649810729,4.6827,454.655,0,1,2,1
346,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.655728885,4.4765,456.627,0,1,2,1
347,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.680425995,3.0203,456.631,0,1,2,1
348,O=C(CC1COC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.699134909,4.7138,424.585,0,1,2,1
349,O=C(CC1COC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.719069351,2.6389,429.561,0,1,2,1
350,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.678447064,3.6715,456.627,0,1,2,1
351,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5occc45)CC2,0.668203247,4.4828,454.611,0,1,2,1
352,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.671362246,2.4079,459.587,0,1,2,1
353,O=C(CCCCN1CCN2C(CCc3ccccc23)C1)c4ccccc4,0.577961658,4.1766,348.49,0,1,2,1
354,O=C(CCCN1CCc2ccccc2C1)c3ccc4NC(=O)Cc4c3,0.854421717,3.2024,334.419,0,1,2,1
355,O=C(C[C@@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.648830985,4.619,456.627,0,1,2,1
356,O=C(C[C@@H]1CCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.684852389,4.2289,442.6,0,1,2,1
